"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(AVAX)","Value_OUT(AVAX)","CurrentValue @ $37.0419499486987/AVAX","TxnFee(AVAX)","TxnFee(USD)","Historical $Price/AVAX","Status","ErrCode","Method"
"0xd08d878a69d9defacb05445a75f350517979ffa801cd9e43d4b7a880a240a542","37510635","1699479038","2023-11-08 21:30:38","0xa3bdfeaac534816203cf9b693df1e156977d4b46","0x222222237c401664d14c615d53e2500d12540d17","","0.00719785","0","0.266622399438241","0.00063","0.0233364284676802","12.99","","","Transfer"
"0xbcf105533436651115bb9747d3ffd9e8ac6399876275435380264943204e88fc","37550685","1699560160","2023-11-09 20:02:40","0x222222237c401664d14c615d53e2500d12540d17","0xa411977dd24f1547065c6630e468a43275cb4d7f","","0","0.000837520938023451","0.0310234086672519","0.0005565","0.0206138451464508","12.96","","","Transfer"
"0xac693a3c48f84aac02dfd710f23297fa1e84e3e17cbca30d8e4b6f9505d4fa15","37550737","1699560276","2023-11-09 20:04:36","0x222222237c401664d14c615d53e2500d12540d17","0xa411977dd24f1547065c6630e468a43275cb4d7f","","0","0.025231286795626577","0.934616062624862","0.0005565","0.0206138451464508","12.96","","","Transfer"
"0xf31201203ba2246dae03f178552215495134914588569f728171f1c871438fc2","37550823","1699560451","2023-11-09 20:07:31","0xa411977dd24f1547065c6630e468a43275cb4d7f","0x222222237c401664d14c615d53e2500d12540d17","","0.021935645733650027","0","0.81253909135825","0.00063","0.0233364284676802","12.96","","","Transfer"
"0xda7bb6366f400bbe2a9e06a92f107ac8506645e5a3ec89f372f04f44c448aeb1","37852658","1700164805","2023-11-16 20:00:05","0x222222237c401664d14c615d53e2500d12540d17","0x8831c15b344354bf2e36e01d9bc9f39701cdb87d","","0","0.009871668311944719","0.365665843521211","0.00060482691297","0.0224039682378607","21.71","","","Transfer"
"0x1cc22da24e818fc9df5a75fd2ca161ee907809d3df3c63cb373fc5009eef596b","37852663","1700164815","2023-11-16 20:00:15","0x8831c15b344354bf2e36e01d9bc9f39701cdb87d","0x222222237c401664d14c615d53e2500d12540d17","","0.009191668311944718","0","0.340477317556096","0.00063","0.0233364284676802","21.71","","","Transfer"
"0x3448f84d3c63fa180d14f3b956e79bf7ad80e8e19adab391222b35609ddea46c","37856203","1700171800","2023-11-16 21:56:40","0xa0d0ee5f6a5509fc64bb5a00f425431594d4bba2","0x222222237c401664d14c615d53e2500d12540d17","","0.099319999999999999","0","3.67900646890476","0.00063","0.0233364284676802","21.71","","","Transfer"
"0x2e8c36557352b70a7c0703084749266729a3c7795cd6fe07f8d9a4e86712d04e","37988486","1700438631","2023-11-20 00:03:51","0x2ab60c81a86a0a405ea939461bfec27c04fd122c","0x222222237c401664d14c615d53e2500d12540d17","","0.143376780102374907","0","5.31095551235775","0.001259388573114","0.0466502084912519","20.86","","","Transfer"
"0x75fea993e4545eda942d93d9cd2bd46e2cebb070e5bc3144237b20dbc1fd0d34","37988486","1700438631","2023-11-20 00:03:51","0x756ae42e291ec46eef4a35544fac4edc7ca9ad7c","0x222222237c401664d14c615d53e2500d12540d17","","0.032280530497349551","0","1.19573379500026","0.0012577104981","0.0465880493205731","20.86","","","Transfer"
"0x82168350da423d6155f543e6ffc3b102680ed2b95ed623893478db0d7398cd84","37988486","1700438631","2023-11-20 00:03:51","0xd42d5f73b008e4e121c8691691927751e64ced3f","0x222222237c401664d14c615d53e2500d12540d17","","0.064736323282902308","0","2.39795964690805","0.001255536865464","0.0465075337292635","20.86","","","Transfer"
"0xa468cfbe9e011f2d5aaf941c13ce7db130eefb6065d49b1769458e643eed1e6d","37988486","1700438631","2023-11-20 00:03:51","0xefb347ed184e837d8ca6ae56c2bd8b3a6a2de207","0x222222237c401664d14c615d53e2500d12540d17","","0.073459755376542799","0","2.72109258190155","0.001251827420634","0.0463701286595332","20.86","","","Transfer"
"0x5431afc321756228051c4ebb6b48931f976c235ffee298aec34864de718eb57d","37988486","1700438631","2023-11-20 00:03:51","0x73706fd05be36777782110a42984ff889ad6879f","0x222222237c401664d14c615d53e2500d12540d17","","0.132886097144018412","0","4.92236015928664","0.001251827420634","0.0463701286595332","20.86","","","Transfer"
"0xc9b5c4549fe95f9c1070f80ee0632a52cc6d889362b901b080703a689b699b3b","37988486","1700438631","2023-11-20 00:03:51","0x8e0e7f976fbe64653aa5115de344ae9d4f5e01f2","0x222222237c401664d14c615d53e2500d12540d17","","0.073154078442795681","0","2.70976971222122","0.001251565361214","0.046360421467614","20.86","","","Transfer"
"0xf719b6661c35a1a97e707fc347333e0ee94dd8b95f4c685c103495b643b2e0b9","37988554","1700438768","2023-11-20 00:06:08","0x8daee965bcb2b389757933952a5c782df1b6c6f0","0x222222237c401664d14c615d53e2500d12540d17","","0.047524627077833859","0","1.76040485754769","0.001301092772259","0.0481950133486315","20.86","","","Transfer"
"0xdde3a84819ed25bf607258e2beb2496037cce0c234a218c8ce3672148b667115","37988554","1700438768","2023-11-20 00:06:08","0x1e046ef6cad9acc3c79543f67db60859dbb95ed0","0x222222237c401664d14c615d53e2500d12540d17","","0.091765335389500506","0","3.39916696052343","0.001290991929465","0.0478208584354165","20.86","","","Transfer"
"0x3e972590057d54d1849194dcbf60a8badf1a7f0bbf5c68c9b5f4f0df28aae083","37988554","1700438768","2023-11-20 00:06:08","0x23f5ee4cd65bb78434f029f78cb0de651f86ad2a","0x222222237c401664d14c615d53e2500d12540d17","","0.22311241922140342","0","8.26451906573231","0.001262228527161","0.0467554059269174","20.86","","","Transfer"
"0x34bc862138db4e3b96dd9748d1a4a9c9e207cf7e4511e6d42aeeff158ff95ae6","37988554","1700438768","2023-11-20 00:06:08","0x2da53f28bd2bece7ad4471a415816a189b1dce4a","0x222222237c401664d14c615d53e2500d12540d17","","0.01971813571417994","0","0.730398196206302","0.001252354506144","0.0463896529346133","20.86","","","Transfer"
"0xcd33c1e9a7f377fc20e03ac654163ac3609ed4a0285b343aadd14f2a458d9111","37988554","1700438768","2023-11-20 00:06:08","0x71826898d4bef7719ae2f8c1b6128a17f9dc181a","0x222222237c401664d14c615d53e2500d12540d17","","0.321305394742054961","0","11.9017783502821","0.001228270985109","0.0454975523538464","20.86","","","Transfer"
"0x75f1230f5db9c507942542566de2a07a27b18e2299eb8b082bcc73e92541aacf","37988554","1700438768","2023-11-20 00:06:08","0x0e900899f4882910bf5fcfa35eb484190a0a421a","0x222222237c401664d14c615d53e2500d12540d17","","0.071478420029390389","0","2.64770005714074","0.00122794651077","0.0454855331916216","20.86","","","Transfer"
"0x96985de4877923df69ce2dcc95368df5df841af2c435f03f6a14d2ec3aa86408","37988554","1700438768","2023-11-20 00:06:08","0x22cee2d3720e000e3870e26fba5110f0b167916d","0x222222237c401664d14c615d53e2500d12540d17","","0.03669107460648613","0","1.35910894913743","0.001227142817271","0.0454557628172575","20.86","","","Transfer"
"0xa1e32b97be4d81f6312b2aef2ebd8ce05560ec43636a8e5d7cd51c475363d098","37988554","1700438768","2023-11-20 00:06:08","0x0247825aa5295e7988273154fc5c38eb6fa800e4","0x222222237c401664d14c615d53e2500d12540d17","","0.15390002245070538","0","5.70075692872263","0.001225473018378","0.0453939102102386","20.86","","","Transfer"
"0x523f257e32c4d5cf398976ddbc2552fcd44aa5ff1faa744817a26ce9f77d9b29","37988554","1700438768","2023-11-20 00:06:08","0x746d7ff8026e5c2de67fda5dad73aac71de4708d","0x222222237c401664d14c615d53e2500d12540d17","","0.042910526739848924","0","1.58948958376978","0.001217555793909","0.0451006407777253","20.86","","","Transfer"
"0x3aac9ca6b402b3b0d573e8c85ad39ded7935d2f1e0bc29d5803ca90ddd26f589","37988554","1700438768","2023-11-20 00:06:08","0xad87fe949058c8193cc24ff410d601516f751a9c","0x222222237c401664d14c615d53e2500d12540d17","","0.032111029943924821","0","1.18945516398403","0.001201256466501","0.0444968819076807","20.86","","","Transfer"
"0xcd9db5a5031ef711a3e2e9909b87380237bf7107abce5d446e5d1feb9c911873","37988554","1700438768","2023-11-20 00:06:08","0x1ab413228d17f8b0b8cece52ad3ca4aba6768d4a","0x222222237c401664d14c615d53e2500d12540d17","","0.154665064355484764","0","5.72909557266813","0.001193878480851","0.0442235869325112","20.86","","","Transfer"
"0xcb26915f60ef8026b573f5db47da369cae9f9be92ac9b6049a4b771d982acdc5","37988554","1700438768","2023-11-20 00:06:08","0x9274acc00f3a75540e114bd30b9132e161faf82a","0x222222237c401664d14c615d53e2500d12540d17","","0.097333256661238083","0","3.60541362158943","0.001192011825879","0.0441544423924669","20.86","","","Transfer"
"0x7242193ebf13f273c9f86fa46d03581903fe76404d31fb39e4d2436609987e58","37988554","1700438768","2023-11-20 00:06:08","0xc137b8259c9aa1b8a88d8c2af1ab1d61d84da450","0x222222237c401664d14c615d53e2500d12540d17","","0.000725588385588541","0","0.0268772086623278","0.001180815932331","0.0437397246640309","20.86","","","Transfer"
"0x179e2d8b1539a9ab3e2168ce8684793d86f0e9bec5f0a3b4af0ba0241f936e53","37988554","1700438768","2023-11-20 00:06:08","0x106cb050cd7396c3631ccf72ab6bd232789ee2ae","0x222222237c401664d14c615d53e2500d12540d17","","0.097717696842397133","0","3.61965403553819","0.001180815932331","0.0437397246640309","20.86","","","Transfer"
"0xe851a6bba2e61a16369dbe8c813e3ea5a05664fcf99c7dad6c06bfba01b8584b","37988554","1700438768","2023-11-20 00:06:08","0x3394e726e073ac2419c9d4ffdf4bbd72d495b7a5","0x222222237c401664d14c615d53e2500d12540d17","","0.021523115810525615","0","0.797258178593535","0.001172277029028","0.0434234270352644","20.86","","","Transfer"
"0xcf205ba00e51197f402c4684c9cd69bf2828b7746e30e130e1715ca077917cf5","37988554","1700438768","2023-11-20 00:06:08","0x38adc8b958f114be94f395f3e6ee6409273f46e5","0x222222237c401664d14c615d53e2500d12540d17","","0.048577114466946309","0","1.79939104273683","0.001170033544806","0.0433403240050024","20.86","","","Transfer"
"0xbaf7c5661022ee57879b5180b69d61cac8710c5ef5c92ca2c4904bf3bbfd9355","37988626","1700438903","2023-11-20 00:08:23","0x236f0e468f540a2fe15e6da87ee2d799115c46ad","0x222222237c401664d14c615d53e2500d12540d17","","0.06995312701850724","0","2.59120022977451","0.001317714678798","0.0488107211787011","20.86","","","Transfer"
"0x5fffaa59b8f8a972298dd37331e40d75618409a141f1d9b931d222d369eaf3a2","37988626","1700438903","2023-11-20 00:08:23","0xe184c902fbc515ef9e7f9a135e50408d86602d31","0x222222237c401664d14c615d53e2500d12540d17","","0.192503821872869548","0","7.13071693474804","0.001287811810908","0.0477030606429972","20.86","","","Transfer"
"0xd7d7ab52b5f9a454ef8d47c91085c2182bbb9c0666c832eba8e62564030e2d35","37988626","1700438903","2023-11-20 00:08:23","0x33a6dd32dd56c319b102cc801e6383dfef350836","0x222222237c401664d14c615d53e2500d12540d17","","0.165754655969651759","0","6.13987567019161","0.001212081503262","0.0448978623775745","20.86","","","Transfer"
"0xed6c4702bb1b63af226ffb6c4ab9ee86738c59f5aa1585cdfc54b867b2da9e10","37988626","1700438903","2023-11-20 00:08:23","0xb6a3cb2552003e566fd9e5d2f72bee19d97407f7","0x222222237c401664d14c615d53e2500d12540d17","","0.298930548559055845","0","11.0729704178616","0.001209322246671","0.044795654133035","20.86","","","Transfer"
"0x6fcd5dc82ebf32b9c0c7edfe64c034f72e7d7d02313f22fb995cb34830c792dd","37988626","1700438903","2023-11-20 00:08:23","0xa6b59bd981a811350a723ebc0ffa2c8d9f44e97e","0x222222237c401664d14c615d53e2500d12540d17","","0.037015682140030217","0","1.37113304514794","0.001205138476164","0.0446406791153179","20.86","","","Transfer"
"0x0556544cbf829a0da32b3850f5feef62e69df4ca8c86b14e6893440ba01560ef","37988626","1700438903","2023-11-20 00:08:23","0x010c0af90a3557dd0b2658232e912c404dcee0ae","0x222222237c401664d14c615d53e2500d12540d17","","0.076415873660270144","0","2.83059296740981","0.001196572353291","0.0443233732206018","20.86","","","Transfer"
"0xc6a9d31ba6024de33787be207ae4b1091108f0e9ab781e6a915c1935818b3d36","37988626","1700438903","2023-11-20 00:08:23","0xfe5f2784dbd7f70796f9c59c6b4123b943ba3c48","0x222222237c401664d14c615d53e2500d12540d17","","0.111033776000612563","0","4.11290757322971","0.001195116399183","0.0442694418414057","20.86","","","Transfer"
"0xf9c7ac4a212be365df244b9eec58e4adf34218695942318b658e2920d2e08e29","37988626","1700438903","2023-11-20 00:08:23","0xa1a40f126a5ceecd9f390879a07bf29f8263a868","0x222222237c401664d14c615d53e2500d12540d17","","0.002642397443019489","0","0.0978795538288973","0.001191991573248","0.044153692195523","20.86","","","Transfer"
"0xb8e8e4d536daeee0ca61d230d4577c7cabc3e3d5e47b7adfb1f6d03cbb96de2f","37988626","1700438903","2023-11-20 00:08:23","0x58279c5944890f9c66584eaebddde5ed748dc51b","0x222222237c401664d14c615d53e2500d12540d17","","0.21634572355343122","0","8.0138674634812","0.001191991573248","0.044153692195523","20.86","","","Transfer"
"0xf4a5bc2e839f59427c7b1195520dcb748a4893d9a7d047bdbeb9b08fa93045fd","37988626","1700438903","2023-11-20 00:08:23","0x858267eb02067e5897a9618dce0e2639cf93c0b2","0x222222237c401664d14c615d53e2500d12540d17","","0.090826571229158748","0","3.36439330548242","0.001191991573248","0.044153692195523","20.86","","","Transfer"
"0x856a104323525ed767493c533baf0043f42e764e8bd3bcdec362c117ddd57604","37988626","1700438903","2023-11-20 00:08:23","0xd19cd1baf21dca3ef56636e90c6d2002cbf936a0","0x222222237c401664d14c615d53e2500d12540d17","","0.02532913325315714","0","0.938240486207367","0.001191081920511","0.0441199968843684","20.86","","","Transfer"
"0x13b2f9af58d6b0e5b739455add120f74814b83ae1d9bef4d09b4f9cf51144160","37988626","1700438903","2023-11-20 00:08:23","0x2ba5c48bcb285bcd38e12f249d39f55ccb5a7e26","0x222222237c401664d14c615d53e2500d12540d17","","0.025825866505383105","0","0.956640454474175","0.001190005461435","0.0440801227411534","20.86","","","Transfer"
"0xcf44e59e1f75d1d2c53e6cc32d05601f27e1580df655f3eacf10bea25a22657b","37988626","1700438903","2023-11-20 00:08:23","0xf034e7d0b10b6c8dbd9592bfa69cedaa44acce7e","0x222222237c401664d14c615d53e2500d12540d17","","0.000769380714889204","0","0.0284993619324199","0.001188048481074","0.0440076323725706","20.86","","","Transfer"
"0x338f52a0aff978b1fcb21427d3b57b59a6e9f69f6bce53b572c91d9cb0b9094e","37988626","1700438903","2023-11-20 00:08:23","0x6235f5ed3bcc932965a9e14ecc1e7ff07d36741d","0x222222237c401664d14c615d53e2500d12540d17","","0.07715651038618344","0","2.85802759594126","0.001178168141367","0.0436416453236678","20.86","","","Transfer"
"0xa63cc8927c132b0610422b0f3703e22e9b8891231bbb3f092819baf007e6f08b","37988626","1700438903","2023-11-20 00:08:23","0x631a9d80049d171c34f5ea7a258523a5750027f2","0x222222237c401664d14c615d53e2500d12540d17","","0.096747843682915314","0","3.58372878334707","0.001170713761707","0.0433655205654035","20.86","","","Transfer"
"0xa02f130faaba757d1a013b9a61c34cd8f0749c06888e84c181a9df7dcd8cd854","37988626","1700438903","2023-11-20 00:08:23","0x7064c1d700b4a8a878897f655f0af2a42fdf35c6","0x222222237c401664d14c615d53e2500d12540d17","","0.043977074229840754","0","1.62899658251197","0.001160884244436","0.0430014160786312","20.86","","","Transfer"
"0x7b5ed8268977781ec14cdf041d2b8d5caab95acfe96f386230b0fca0b03a148c","37988630","1700438908","2023-11-20 00:08:28","0xa4f031c34f192ce46676d558b3edc40b5f8609b6","0x222222237c401664d14c615d53e2500d12540d17","","0.12882293250390596","0","4.77185261805428","0.001302485810808","0.0482466142128402","20.86","","","Transfer"
"0xf2422096aad76161efc6b279932090efc4868d373c97f09b8250600d98b7d0d7","37988695","1700439036","2023-11-20 00:10:36","0x849b18f08496c226915708bc09610d3788fa87e0","0x222222237c401664d14c615d53e2500d12540d17","","0.197772722753229851","0","7.32588729744301","0.001307874584856","0.048446224911411","20.86","","","Transfer"
"0x900303dd13ccda70910d47e637d0e6fb28cee6398520142212429c16cce93dc5","37988695","1700439036","2023-11-20 00:10:36","0x7a13e7c344f66d58cf9340e074e205f87b8d1e53","0x222222237c401664d14c615d53e2500d12540d17","","0.066749899816138698","0","2.47254644807006","0.001307874584856","0.048446224911411","20.86","","","Transfer"
"0x547cb0af46d0b3290dc26afabccfdef7589a6b576d49a86cb385cc43d713622c","37988695","1700439036","2023-11-20 00:10:36","0x0e5e47323f7b2613c3caf371ab950f8fdebc9ea5","0x222222237c401664d14c615d53e2500d12540d17","","0.010999960803288481","0","0.407459997513059","0.001299023945877","0.0481183799853369","20.86","","","Transfer"
"0x5ae841d6a8aee950f4255f3d4f9b4a444826f0b17ec63d7a37451e1128fc93c5","37988695","1700439036","2023-11-20 00:10:36","0x890cecec6dc6c3ff6464297de7a3715f0ce43e7b","0x222222237c401664d14c615d53e2500d12540d17","","0.029212666737776921","0","1.08209413916875","0.001292619668823","0.0478811530752451","20.86","","","Transfer"
"0xb02dd4bae3c2f61dfa247062a5402d65c11811a3c00e3be970cf816b258c5687","37988695","1700439036","2023-11-20 00:10:36","0x9573be9767cd4d09e226093f3c6da4f13e5b1031","0x222222237c401664d14c615d53e2500d12540d17","","0.026338706601129828","0","0.975637051632511","0.001292619668823","0.0478811530752451","20.86","","","Transfer"
"0x78687770a9db387513b69eda49ce6a47b0b35370ecc2fc46cbd86ac523001d92","37988695","1700439036","2023-11-20 00:10:36","0x12d1a5b175fea43b199b2489cfd56e5cf157f186","0x222222237c401664d14c615d53e2500d12540d17","","0.034546540081109864","0","1.27967120858519","0.001292619668823","0.0478811530752451","20.86","","","Transfer"
"0xcf1a30013353a029f76057d61cd518ac06deca82d1cd31cff1c9806bca08ba02","37988695","1700439036","2023-11-20 00:10:36","0x99388c2370b697ae7e8d7ec241bf1ac1c6e0cd52","0x222222237c401664d14c615d53e2500d12540d17","","0.065561936715564232","0","2.42854197835768","0.00128611890792","0.0476403522152477","20.86","","","Transfer"
"0x0844511404ff87c3f57976bc4105e096d495219fd702ac8fdb2a2e58100eb3be","37988695","1700439036","2023-11-20 00:10:36","0x4f46c6c16e572ce99c1d08c6fa85463f6119ab54","0x222222237c401664d14c615d53e2500d12540d17","","0.039799991884662504","0","1.47426930735028","0.001277732841","0.0473297159441306","20.86","","","Transfer"
"0x54a4bc5cf09f6d63d862a1876c11285c994e0c15f7d58f4960316770b53d74f1","37988695","1700439036","2023-11-20 00:10:36","0x7308426070aa41b413fc5b0fee3e964d66495597","0x222222237c401664d14c615d53e2500d12540d17","","0.142667012899964317","0","5.28466435117083","0.00127492060605","0.0472255452778687","20.86","","","Transfer"
"0xc12192c9ab6c643520384f8a093e0aa885211c21984eccd78cc0c4cdbd327a1d","37988695","1700439036","2023-11-20 00:10:36","0x9c38469de7601f08a29a3a3359d40f3fd853bf42","0x222222237c401664d14c615d53e2500d12540d17","","0.083904248183573422","0","3.10797696169912","0.001261452835062","0.0467266727790107","20.86","","","Transfer"
"0x8171a7f520a38668b9a19a79cdbd19cdc9158373e3e8a52a0006f9c61199edd2","37988695","1700439036","2023-11-20 00:10:36","0xc3d34b43c20ae9cf838abdd3e66ebff4b5bf533a","0x222222237c401664d14c615d53e2500d12540d17","","0.02854914460115508","0","1.05751598539415","0.001260190240533","0.046679903815662","20.86","","","Transfer"
"0x1615c6fcae5663bdcae48b5361dc860a128a286a82ca69bf3a88ae041867bbc8","37988695","1700439036","2023-11-20 00:10:36","0xc46c7c4afa6909790e4fe96ec3a4b019498ef1c3","0x222222237c401664d14c615d53e2500d12540d17","","0.162491389350408231","0","6.01899791141234","0.001258068733152","0.0466013190454392","20.86","","","Transfer"
"0x17dbabfbc57ee79656ee32bdc462719377b22093f3af6b029e98a039bd1185a9","37988695","1700439036","2023-11-20 00:10:36","0x0cd1edf69412061fb059ed7a917e5540797c5639","0x222222237c401664d14c615d53e2500d12540d17","","0.043757002883644991","0","1.62084471072104","0.001257809347809","0.0465917109065463","20.86","","","Transfer"
"0x51607665fecaf1331d39ce719ec9592eb12474173b8932aee3b7fb57f40aa9f3","37988695","1700439036","2023-11-20 00:10:36","0xad222fe2cafa21f4fa1d139cca9b83667d2d1dc9","0x222222237c401664d14c615d53e2500d12540d17","","0.181832696332719693","0","6.73543763659353","0.001248006915498","0.0462286096995068","20.86","","","Transfer"
"0x7090bc0e99cd06edc092d84a3d9a87a74948da6a73bde3a438dce902290483c9","37988695","1700439036","2023-11-20 00:10:36","0x5b08f5184aedd2b91f9dc335df66841d6a088d0a","0x222222237c401664d14c615d53e2500d12540d17","","0.02345707532175437","0","0.868895810011281","0.001240977719856","0.0459682345863562","20.86","","","Transfer"
"0x89835d85b7a94e476e82ac3ea444ee58c23fce7b9bf8507656356ede4b7a64c6","37988695","1700439036","2023-11-20 00:10:36","0xb0c982832968e927f2af25c477d58bb1d042cf61","0x222222237c401664d14c615d53e2500d12540d17","","0.04746024805956392","0","1.75802013317519","0.001240977719856","0.0459682345863562","20.86","","","Transfer"
"0xd6a5fff5a396b6c04448fb014c9a7ed5d6f881843de053034099a9ef7f02a767","37988761","1700439166","2023-11-20 00:12:46","0xf2265f12eb805c4fa61ebbc55f1bcb14b2a273e9","0x222222237c401664d14c615d53e2500d12540d17","","0.046927085791972471","0","1.73827076314453","0.001261731346113","0.046736989371422","20.86","","","Transfer"
"0x4e5250d32574c04b861e3cb9f10ce1bb607a8d7b3ebf4fa3ef14e1db8ddac591","37988761","1700439166","2023-11-20 00:12:46","0x8451d0ec9626ef9ef17fab250cad91698e2b8a79","0x222222237c401664d14c615d53e2500d12540d17","","0.063444029914881255","0","2.35009058065077","0.001261731346113","0.046736989371422","20.86","","","Transfer"
"0x9ea7789a21ceb3c3dd44d80e153edb5cf1ce4550ef8a0d0e6d669f28b8c8c0be","37988761","1700439166","2023-11-20 00:12:46","0xf21cb22cbb056505140bb724538dbdb1b717ad7f","0x222222237c401664d14c615d53e2500d12540d17","","0.000112230404440279","0","0.00415723302399903","0.00125566905555","0.0465124303078129","20.86","","","Transfer"
"0xd819359738d6b9261fbcbba9c1915a752e724bc9f2d86ae4045e71686b70d4ca","37988761","1700439166","2023-11-20 00:12:46","0x8e7a5ed44348370a1744063e7581859151b83c0c","0x222222237c401664d14c615d53e2500d12540d17","","0.027496208401770897","0","1.01851317539739","0.001250197004784","0.046309734877222","20.86","","","Transfer"
"0xeb47c842a95d5827d3c7e77f5d45b5abeb53a1521664fc7f23d111e861fd7245","37988761","1700439166","2023-11-20 00:12:46","0xcc91bc24da106d2b24588c1ec33cc7124274bddc","0x222222237c401664d14c615d53e2500d12540d17","","0.403184045473839616","0","14.9347232325558","0.001247221302768","0.046199509072083","20.86","","","Transfer"
"0x5667277d58188eaf6699525cf51e605258774d38a5e25d65f35c244c3081cc6e","37988762","1700439167","2023-11-20 00:12:47","0x361fd4ec693cbe9eeb3d049f1da9744d95b114b3","0x222222237c401664d14c615d53e2500d12540d17","","0.027736991164961045","0","1.02743223845998","0.001267823345943","0.0469626489242123","20.86","","","Transfer"
"0x93454a18ae9f3dff2a4202d32de7110c6ae43a1da9e4501a8106fbfbbf0e6f13","37988762","1700439167","2023-11-20 00:12:47","0xe6ea9c3cf63d0b81e3e16792b8edabc878e8a7b7","0x222222237c401664d14c615d53e2500d12540d17","","0.185532795635290469","0","6.87249652976457","0.001261169330988","0.0467161712352913","20.86","","","Transfer"
"0x43f5992a898c3eca4b490ce85541cc359db735eec142176e7667731bb6825b57","37988762","1700439167","2023-11-20 00:12:47","0xebdaecb36ea2949906f4cc8189eef8b7ff5932a8","0x222222237c401664d14c615d53e2500d12540d17","","0.187366170090223412","0","6.94040829456142","0.001259623545705","0.046658912334207","20.86","","","Transfer"
"0x3c92a815ec839dbc2d75bea1cfb5724758e640e3b3a9fbdd49b651772d4678fb","37988762","1700439167","2023-11-20 00:12:47","0x7874ac409efc190b1bd5b16def593f5c66748b9a","0x222222237c401664d14c615d53e2500d12540d17","","0.080735068484412412","0","2.99058436590437","0.001258975910703","0.0466349226708779","20.86","","","Transfer"
